"cID" "DRUGS"
"944" 12 "oxolamine"
"945" 64 "oxolinic_acid"
"946" 85 "oxprenolol"
"947" 77 "oxybenzone"
"948" 90 "oxybuprocaine"
"949" 19 "oxybutynin"
"950" 61 "oxymetazoline"
"951" 104 "oxyphenbutazone"
"952" 89 "oxytetracycline"
"953" 79 "ozagrel"
"954" 48 "paclitaxel"
"955" 52 "palmatine"
"956" 32 "pancuronium_bromide"
"957" 13 "papaverine"
"958" 77 "paracetamol"
"959" 62 "pararosaniline"
"960" 90 "parbendazole"
"961" 89 "pargyline"
"962" 97 "paromomycin"
"963" 32 "paroxetine"
"964" 104 "parthenolide"
"965" 59 "pempidine"
"966" 34 "penbutolol"
"967" 90 "pentamidine"
"968" 97 "pentetic_acid"
"969" 64 "pentetrazol"
"970" 101 "pentolonium"
"971" 80 "pentoxifylline"
"972" 90 "pentoxyverine"
"973" 68 "pepstatin"
"974" 16 "pergolide"
"975" 100 "perhexiline"
"976" 100 "perphenazine"
"977" 8 "phenacetin"
"978" 48 "phenanthridinone"
"979" 31 "phenazone"
"980" 100 "phenazopyridine"
"981" 22 "phenelzine"
"982" 27 "pheneticillin"
"983" 58 "phenformin"
"984" 74 "phenindione"
"985" 96 "pheniramine"
"986" 104 "phenoxybenzamine"
"987" 82 "phensuximide"
"988" 89 "phentolamine"
"989" 91 "phenyl_biguanide"
"990" 102 "phenylpropanolamine"
"991" 90 "phthalylsulfathiazole"
"992" 13 "physostigmine"
"993" 61 "picotamide"
"994" 89 "picrotoxinin"
"995" 15 "pilocarpine"
"996" 40 "pimethixene"
"997" 100 "pimozide"
"998" 4 "pinacidil"
"999" 29 "pindolol"
"1000" 23 "pioglitazone"
"1001" 19 "pipemidic_acid"
"1002" 90 "pipenzolate_bromide"
"1003" 100 "piperacetazine"
"1004" 50 "piperacillin"
"1005" 90 "piperidolate"
"1006" 68 "piperine"
"1007" 40 "piperlongumine"
"1008" 61 "piracetam"
"1009" 81 "pirenperone"
"1010" 76 "pirenzepine"
"1011" 67 "piretanide"
"1012" 82 "piribedil"
"1013" 65 "pirinixic_acid"
"1014" 100 "pirlindole"
"1015" 52 "piromidic_acid"
"1016" 7 "piroxicam"
"1017" 52 "pivampicillin"
"1018" 5 "pivmecillinam"
"1019" 43 "pizotifen"
"1020" 100 "podophyllotoxin"
"1021" 19 "practolol"
"1022" 31 "pralidoxime"
"1023" 66 "pramocaine"
"1024" 90 "prasterone"
"1025" 90 "praziquantel"
"1026" 33 "prazosin"
"1027" 87 "prednicarbate"
"1028" 37 "prednisolone"
"1029" 6 "prednisone"
"1030" 97 "pregnenolone"
"1031" 34 "prenylamine"
"1032" 46 "pridinol"
"1033" 40 "prilocaine"
"1034" 40 "primaquine"
"1035" 29 "primidone"
"1036" 34 "proadifen"
"1037" 8 "probenecid"
"1038" 2 "probucol"
"1039" 88 "procainamide"
"1040" 82 "procaine"
"1041" 100 "procarbazine"
"1042" 100 "prochlorperazine"
"1043" 58 "procyclidine"
"1044" 62 "profenamine"
"1045" 52 "progesterone"
"1046" 20 "proglumide"
"1047" 100 "proguanil"
"1048" 100 "promazine"
"1049" 90 "promethazine"
"1050" 8 "pronetalol"
"1051" 61 "propafenone"
"1052" 19 "propantheline_bromide"
"1053" 40 "propidium_iodide"
"1054" 53 "propofol"
"1055" 13 "propoxycaine"
"1056" 81 "propranolol"
"1057" 95 "propylthiouracil"
"1058" 63 "proscillaridin"
"1059" 13 "protoveratrine_A"
"1060" 100 "protriptyline"
"1061" 32 "proxymetacaine"
"1062" 74 "proxyphylline"
"1063" 19 "pseudopelletierine"
"1064" 40 "puromycin"
"1065" 64 "pyrantel"
"1066" 90 "pyrazinamide"
"1067" 4 "pyridoxine"
"1068" 31 "pyrimethamine"
"1069" 83 "pyrithyldione"
"1070" 62 "pyrvinium"
"1071" 3 "quercetin"
"1072" 22 "quinethazone"
"1073" 5 "quinidine"
"1074" 100 "quinisocaine"
"1075" 4 "quinostatin"
"1076" 44 "quinpirole"
"1077" 38 "quipazine"
"1078" 49 "racecadotril"
"1079" 100 "raloxifene"
"1080" 84 "ramifenazone"
"1081" 13 "ramipril"
"1082" 90 "ranitidine"
"1083" 100 "raubasine"
"1084" 82 "remoxipride"
"1085" 85 "repaglinide"
"1086" 34 "rescinnamine"
"1087" 99 "reserpine"
"1088" 3 "resveratrol"
"1089" 58 "retrorsine"
"1090" 75 "ribavirin"
"1091" 90 "riboflavin"
"1092" 39 "ribostamycin"
"1093" 7 "ricinine"
"1094" 16 "rifabutin"
"1095" 75 "rifampicin"
"1096" 86 "rilmenidine"
"1097" 101 "riluzole"
"1098" 32 "rimexolone"
"1099" 87 "risperidone"
"1100" 88 "ritodrine"
"1101" 49 "rofecoxib"
"1102" 102 "rolipram"
"1103" 52 "rolitetracycline"
"1104" 90 "ronidazole"
"1105" 16 "rosiglitazone"
"1106" 62 "rotenone"
"1107" 62 "rottlerin"
"1108" 41 "roxarsone"
"1109" 74 "roxithromycin"
"1110" 101 "salbutamol"
"1111" 31 "salsolidin"
"1112" 19 "salsolinol"
"1113" 89 "sanguinarine"
"1114" 22 "santonin"
"1115" 43 "saquinavir"
"1116" 13 "scopolamine"
"1117" 82 "scopolamine_N-oxide"
"1118" 90 "scopoletin"
"1119" 69 "scoulerine"
"1120" 16 "scriptaid"
"1121" 104 "securinine"
"1122" 95 "selegiline"
"1123" 104 "semustine"
"1124" 95 "seneciphylline"
"1125" 81 "serotonin"
"1126" 90 "sertaconazole"
"1127" 99 "simvastatin"
"1128" 100 "sirolimus"
"1129" 8 "sisomicin"
"1130" 89 "sitosterol"
"1131" 32 "skimmianine"
"1132" 1 "sodium_phenylbutyrate"
"1133" 89 "solanine"
"1134" 59 "solasodine"
"1135" 89 "sotalol"
"1136" 87 "spaglumic_acid"
"1137" 47 "sparteine"
"1138" 99 "spectinomycin"
"1139" 34 "spiperone"
"1140" 11 "spiradoline"
"1141" 50 "spiramycin"
"1142" 16 "spironolactone"
"1143" 24 "splitomicin"
"1144" 55 "stachydrine"
"1145" 14 "staurosporine"
"1146" 5 "streptomycin"
"1147" 27 "streptozocin"
"1148" 63 "strophanthidin"
"1149" 96 "succinylsulfathiazole"
"1150" 90 "sulconazole"
"1151" 89 "sulfabenzamide"
"1152" 25 "sulfacetamide"
"1153" 20 "sulfachlorpyridazine"
"1154" 13 "sulfadiazine"
"1155" 38 "sulfadimethoxine"
"1156" 50 "sulfadimidine"
"1157" 85 "sulfadoxine"
"1158" 90 "sulfafurazole"
"1159" 96 "sulfaguanidine"
"1160" 90 "sulfamerazine"
"1161" 95 "sulfamethizole"
"1162" 90 "sulfamethoxazole"
"1163" 58 "sulfamethoxypyridazine"
"1164" 32 "sulfametoxydiazine"
"1165" 83 "sulfamonomethoxine"
"1166" 14 "sulfanilamide"
"1167" 32 "sulfaphenazole"
"1168" 19 "sulfapyridine"
"1169" 67 "sulfaquinoxaline"
"1170" 82 "sulfasalazine"
"1171" 31 "sulfathiazole"
"1172" 90 "sulfinpyrazone"
"1173" 91 "sulindac"
"1174" 91 "sulindac_sulfide"
"1175" 29 "sulmazole"
"1176" 34 "suloctidil"
"1177" 19 "sulpiride"
"1178" 30 "suprofen"
"1179" 70 "suramin_sodium"
"1180" 55 "suxibuzone"
"1181" 4 "syrosingopine"
"1182" 6 "tacrine"
"1183" 91 "tacrolimus"
"1184" 89 "talampicillin"
"1185" 1 "tamoxifen"
"1186" 28 "tanespimycin"
"1187" 37 "telenzepine"
"1188" 97 "tenoxicam"
"1189" 15 "terazosin"
"1190" 89 "terbutaline"
"1191" 92 "terconazole"
"1192" 34 "terfenadine"
"1193" 102 "terguride"
"1194" 13 "testosterone"
"1195" 87 "tetracaine"
"1196" 60 "tetracycline"
"1197" 45 "tetraethylenepentamine"
"1198" 6 "tetrahydroalstonine"
"1199" 92 "tetramisole"
"1200" 100 "tetrandrine"
"1201" 97 "tetroquinone"
"1202" 58 "tetryzoline"
"1203" 17 "thalidomide"
"1204" 40 "thapsigargin"
"1205" 99 "theobromine"
"1206" 99 "theophylline"
"1207" 38 "thiamazole"
"1208" 4 "thiamine"
"1209" 27 "thiamphenicol"
"1210" 100 "thiethylperazine"
"1211" 61 "thiocolchicoside"
"1212" 32 "thioguanosine"
"1213" 26 "thioperamide"
"1214" 100 "thioproperazine"
"1215" 100 "thioridazine"
"1216" 104 "thiostrepton"
"1217" 32 "tiabendazole"
"1218" 93 "tiapride"
"1219" 95 "tiaprofenic_acid"
"1220" 67 "ticarcillin"
"1221" 62 "ticlopidine"
"1222" 35 "tiletamine"
"1223" 26 "timolol"
"1224" 32 "tinidazole"
"1225" 94 "tioguanine"
"1226" 7 "tiratricol"
"1227" 95 "tobramycin"
"1228" 67 "tocainide"
"1229" 32 "todralazine"
"1230" 8 "tolazamide"
"1231" 96 "tolazoline"
"1232" 89 "tolbutamide"
"1233" 60 "tolfenamic_acid"
"1234" 97 "tolmetin"
"1235" 27 "tolnaftate"
"1236" 13 "tomatidine"
"1237" 98 "tomelukast"
"1238" 100 "tonzonium_bromide"
"1239" 5 "topiramate"
"1240" 41 "torasemide"
"1241" 89 "tracazolate"
"1242" 29 "tranexamic_acid"
"1243" 90 "tranylcypromine"
"1244" 54 "trapidil"
"1245" 90 "trazodone"
"1246" 13 "tremorine"
"1247" 98 "tretinoin"
"1248" 7 "triamcinolone"
"1249" 3 "triamterene"
"1250" 62 "tribenoside"
"1251" 99 "trichlormethiazide"
"1252" 16 "trichostatin_A"
"1253" 82 "tridihexethyl"
"1254" 100 "trifluoperazine"
"1255" 25 "triflupromazine"
"1256" 3 "trifluridine"
"1257" 61 "triflusal"
"1258" 29 "trihexyphenidyl"
"1259" 61 "trimetazidine"
"1260" 95 "trimethadione"
"1261" 16 "trimethobenzamide"
"1262" 101 "trimethoprim"
"1263" 99 "trimethylcolchicinic_acid"
"1264" 34 "trimipramine"
"1265" 32 "trioxysalen"
"1266" 7 "triprolidine"
"1267" 100 "troglitazone"
"1268" 49 "troleandomycin"
"1269" 90 "tropicamide"
"1270" 71 "tropine"
"1271" 61 "tubocurarine_chloride"
"1272" 90 "tyloxapol"
"1273" 40 "tyrphostin_AG-1478"
"1274" 14 "tyrphostin_AG-825"
"1275" 102 "urapidil"
"1276" 85 "ursodeoxycholic_acid"
"1277" 100 "ursolic_acid"
"1278" 18 "valdecoxib"
"1279" 62 "valinomycin"
"1280" 16 "valproic_acid"
"1281" 57 "vancomycin"
"1282" 53 "vanoxerine"
"1283" 103 "velnacrine"
"1284" 49 "verapamil"
"1285" 89 "verteporfin"
"1286" 32 "vidarabine"
"1287" 29 "vigabatrin"
"1288" 70 "vinblastine"
"1289" 40 "vinburnine"
"1290" 56 "vincamine"
"1291" 60 "vinpocetine"
"1292" 27 "viomycin"
"1293" 92 "vitexin"
"1294" 16 "vorinostat"
"1295" 104 "withaferin_A"
"1296" 60 "wortmannin"
"1297" 57 "xamoterol"
"1298" 52 "xylazine"
"1299" 90 "xylometazoline"
"1300" 105 "yohimbic_acid"
"1301" 39 "yohimbine"
"1302" 106 "zalcitabine"
"1303" 19 "zaprinast"
"1304" 106 "zardaverine"
"1305" 7 "zidovudine"
"1306" 89 "zimeldine"
"1307" 46 "zomepirac"
"1308" 90 "zoxazolamine"
"1309" 100 "zuclopenthixol"
