"K","IncDrugs","EnrichedClusters","Percentage","EnrichedClustersDT","PercentageDT","Pval_ATC","Pval_DT"
106,1309,18,16.98,10,9.43,0.0208283296224607,0.57730381259927
106,1309,18,16.98,11,10.38,0.547086901442046,0.567561520249931
106,1309,13,12.26,11,10.38,0.570012313309503,0.206844366997527
106,1309,17,16.04,9,8.49,0.216490492446483,0.7060678133903
106,1309,16,15.09,11,10.38,0.843176778854378,0.395030155235812
106,1309,15,14.15,12,11.32,0.955094984875955,0.457960436689127
106,1309,10,9.43,8,7.55,0.834496118984799,0.00134418660911947
106,1309,14,13.21,8,7.55,0.837926672438169,0.962422398895313
106,1309,18,16.98,3,2.83,0.078059318884699,0.966256161268996
106,1309,15,14.15,9,8.49,0.0428161748600932,0.621577830193671
106,1309,12,11.32,10,9.43,0.663160147503631,0.0635661695522995
106,1309,16,15.09,9,8.49,0.0756385874359193,0.307046017553999
106,1309,16,15.09,7,6.6,0.451826976513176,0.671441186018094
106,1309,13,12.26,6,5.66,0.148759747404831,0.478753477478182
106,1309,18,16.98,6,5.66,0.175206533622005,0.474732859263721
106,1309,14,13.21,0,0,0.470165913174289,0.186967995785244
106,1309,15,14.15,6,5.66,0.197277002794756,0.306854985674788
106,1309,13,12.26,11,10.38,0.957032445094175,0.763953582922584
106,1309,15,14.15,6,5.66,0.304852789386259,0.174827487769716
106,1309,17,16.04,9,8.49,0.702904980237398,0.915105056575094
106,1309,18,16.98,10,9.43,0.726902118383531,0.86991908069414
106,1309,19,17.92,6,5.66,0.324507490314744,0.36286132927709
106,1309,16,15.09,11,10.38,0.189129476511627,0.0212209390011666
106,1309,10,9.43,11,10.38,0.789779103183244,0.660612554803928
106,1309,17,16.04,13,12.26,0.761083676741775,0.176520257535939
106,1309,11,10.38,1,0.94,0.18269290681322,0.25203471627314
106,1309,15,14.15,10,9.43,0.63092214509318,0.297082610772521
106,1309,19,17.92,8,7.55,0.902894188481152,0.782933431052998
106,1309,10,9.43,9,8.49,0.880415133396735,0.837643665048008
106,1309,12,11.32,4,3.77,0.846076864282288,0.616648063883718
106,1309,11,10.38,6,5.66,0.498381643596013,0.174045796996105
106,1309,15,14.15,5,4.72,0.598224951047841,0.542850699849681
106,1309,21,19.81,11,10.38,0.513129710336129,0.680529231974226
106,1309,18,16.98,20,18.87,0.0645512206519867,0.0173699502312056
106,1309,13,12.26,10,9.43,0.679445877350496,0.815630924711824
106,1309,13,12.26,8,7.55,0.486401325777363,0.461566656260749
106,1309,16,15.09,14,13.21,0.662031879521594,0.454013021795232
106,1309,17,16.04,9,8.49,0.166692621821338,0.699820812546751
106,1309,17,16.04,11,10.38,0.0612002600473343,0.591624707379012
106,1309,17,16.04,7,6.6,0.0153201312504805,0.47207019199085
106,1309,18,16.98,1,0.94,0.379458389939526,0.695370481217402
106,1309,17,16.04,12,11.32,0.62348457694903,0.909530678383974
106,1309,16,15.09,13,12.26,0.516456309249732,0.397363169987464
106,1309,12,11.32,9,8.49,0.968742964433351,0.844352390315931
106,1309,13,12.26,8,7.55,0.658283407035191,0.137378415984107
106,1309,13,12.26,5,4.72,0.713481191048251,0.837040026655916
106,1309,15,14.15,5,4.72,0.81457564953472,0.976148953100149
106,1309,15,14.15,11,10.38,0.381218218771119,0.881251705368553
106,1309,19,17.92,12,11.32,0.190351740031407,0.264698261018649
106,1309,18,16.98,3,2.83,0.0705984490942643,0.158810526310876
106,1309,13,12.26,15,14.15,0.9075695790829,0.274802912763176
106,1309,18,16.98,13,12.26,0.162430444327255,0.38077774487176
106,1309,17,16.04,23,21.7,0.599184561845843,0.0017697513918121
106,1309,14,13.21,13,12.26,0.46262331245939,0.525748532410584
106,1309,13,12.26,3,2.83,0.583136517800421,0.692904947914834
106,1309,17,16.04,8,7.55,0.21112180263843,0.878892437918284
106,1309,17,16.04,7,6.6,0.349949250863075,0.297082610772521
106,1309,16,15.09,6,5.66,0.00826279549788843,0.794707812044088
106,1309,13,12.26,10,9.43,0.628697654665684,0.443122850833185
106,1309,11,10.38,11,10.38,0.841118068917093,0.642665251807358
106,1309,13,12.26,0,0,0.80618972858927,0.759906251699773
106,1309,10,9.43,6,5.66,0.872121879791135,0.829649967282932
106,1309,17,16.04,8,7.55,0.426619770703642,0.588059948944508
106,1309,15,14.15,11,10.38,0.312030457251449,0.512736189851051
106,1309,18,16.98,13,12.26,0.443328528379414,0.110090136474856
106,1309,16,15.09,0,0,0.0212771989961578,0.981956210955885
106,1309,16,15.09,8,7.55,0.650292106411211,0.0797174419497849
106,1309,12,11.32,6,5.66,0.925850048629542,0.432714806496487
106,1309,16,15.09,5,4.72,0.260900211351313,0.629419160335585
106,1309,16,15.09,15,14.15,0.146409029562177,0.109905483633435
106,1309,19,17.92,11,10.38,0.42002853041055,0.273481600779615
106,1309,12,11.32,4,3.77,0.933669641504281,0.76040623724473
106,1309,15,14.15,9,8.49,0.306106593273322,0.489507973020068
106,1309,16,15.09,8,7.55,0.116336474395479,0.261073857875248
106,1309,8,7.55,2,1.89,0.90665340525451,0.775650736426307
106,1309,17,16.04,14,13.21,0.487939125477526,0.045049983104013
106,1309,16,15.09,13,12.26,0.327558130960356,0.137282293243327
106,1309,20,18.87,9,8.49,0.067211829398587,0.925316733382483
106,1309,20,18.87,1,0.94,0.402505931408886,0.658708973847231
106,1309,13,12.26,7,6.6,0.484905474713458,0.763472148070594
106,1309,14,13.21,0,0,0.50627242273438,0.908800258434426
106,1309,18,16.98,10,9.43,0.0358537572246614,0.312421451471534
106,1309,12,11.32,15,14.15,0.813932681209237,0.0214963287950827
106,1309,13,12.26,6,5.66,0.978258829715231,0.0684904709508555
106,1309,9,8.49,6,5.66,0.799752908211225,0.981557499136932
106,1309,15,14.15,5,4.72,0.454191087918585,0.929873419056854
106,1309,17,16.04,12,11.32,0.787996463871085,0.616818227625688
106,1309,15,14.15,2,1.89,0.343325193728353,0.673326478156207
106,1309,14,13.21,8,7.55,0.776480790981714,0.975912473016931
106,1309,14,13.21,8,7.55,0.550482082903544,0.690121721051499
106,1309,18,16.98,11,10.38,0.400553352692047,0.978409854872117
106,1309,21,19.81,13,12.26,0.515253150900536,0.564585284571553
106,1309,11,10.38,7,6.6,0.991931385740759,0.836732461142513
106,1309,16,15.09,10,9.43,0.182288411503949,0.964879291025959
106,1309,10,9.43,10,9.43,0.986167333399163,0.425675861695765
106,1309,17,16.04,13,12.26,0.188188568544324,0.739735893831167
106,1309,13,12.26,11,10.38,0.153512704116836,0.291301734338117
106,1309,13,12.26,11,10.38,0.712346014256283,0.683642115831573
106,1309,13,12.26,1,0.94,0.741015223104306,0.444333149907229
106,1309,14,13.21,6,5.66,0.914740920983389,0.919465605984448
106,1309,17,16.04,15,14.15,0.243632190656051,0.364168092281804
106,1309,14,13.21,12,11.32,0.596038754525747,0.0668182069774204
106,1309,12,11.32,12,11.32,0.466185033313175,0.56127718971359
106,1309,21,19.81,23,21.7,0.175642980823764,7.13408663268568e-06
106,1309,18,16.98,6,5.66,0.534046748440677,0.641963253210446
106,1309,9,8.49,3,2.83,0.45737007608149,0.576964621205811
106,1309,16,15.09,6,5.66,0.413013141070492,0.232148309658192
106,1309,21,19.81,9,8.49,0.0688064805464152,0.347523784285734
106,1309,18,16.98,12,11.32,0.705755516764753,0.913262754650295
106,1309,14,13.21,10,9.43,0.848975952948638,0.185963851957347
106,1309,17,16.04,8,7.55,0.200615474358804,0.00497208742694704
106,1309,18,16.98,5,4.72,0.503426185739319,0.95303420983332
106,1309,13,12.26,6,5.66,0.205966700121976,0.356654140263597
106,1309,17,16.04,13,12.26,0.00969597524238872,0.0440460580057411
106,1309,15,14.15,7,6.6,0.552911549446041,0.847970985493846
106,1309,14,13.21,11,10.38,0.298380532842055,0.0160915918361103
106,1309,18,16.98,5,4.72,0.527231387240511,0.128413731210568
106,1309,14,13.21,9,8.49,0.9720982041409,0.818363109199341
106,1309,15,14.15,2,1.89,0.13048415818207,0.543315779768922
106,1309,19,17.92,4,3.77,0.317599261879893,0.974514789876146
106,1309,9,8.49,0,0,0.962985887653699,0.908794555668235
106,1309,16,15.09,7,6.6,0.000485480059366384,0.549693585047262
106,1309,15,14.15,5,4.72,0.832631271939573,0.639362201638294
106,1309,11,10.38,9,8.49,0.988576381515615,0.234894039943124
106,1309,11,10.38,11,10.38,0.95319784926111,0.369313584501865
106,1309,19,17.92,3,2.83,0.0491128559709337,0.677663512656249
106,1309,14,13.21,2,1.89,0.87781528277741,0.673417890789427
106,1309,9,8.49,2,1.89,0.926213480479081,0.788816664455707
106,1309,18,16.98,13,12.26,0.16872026466148,0.0264781664999224
106,1309,16,15.09,10,9.43,0.380694135641859,0.63033630525419
106,1309,14,13.21,6,5.66,0.272087233762903,0.0608050732883375
106,1309,13,12.26,13,12.26,0.960797910803038,0.393869031932912
106,1309,15,14.15,1,0.94,0.961229118762996,0.771686298545815
106,1309,9,8.49,5,4.72,0.889448935624843,0.150821670906069
106,1309,12,11.32,4,3.77,0.918503463830071,0.342119899392484
106,1309,15,14.15,9,8.49,0.817508157878872,0.337953094498144
106,1309,15,14.15,7,6.6,0.474220551870197,0.320624318467309
106,1309,13,12.26,4,3.77,0.26793155227373,0.577227212787036
106,1309,16,15.09,8,7.55,0.801915272722955,0.964341424431142
106,1309,16,15.09,14,13.21,0.791212461793933,0.110828984149129
106,1309,11,10.38,7,6.6,0.885046747638626,0.521513599726411
106,1309,14,13.21,0,0,0.867338428380602,0.55448802293633
106,1309,17,16.04,12,11.32,0.0811815356386347,0.28482762816437
106,1309,15,14.15,17,16.04,0.511760828577842,0.135330712804662
106,1309,20,18.87,4,3.77,0.773485623996474,0.417971450867942
106,1309,14,13.21,10,9.43,0.534980135305916,0.690121721051499
106,1309,14,13.21,13,12.26,0.813393451760542,0.611836868188798
106,1309,12,11.32,9,8.49,0.386190067812072,0.625303122471413
106,1309,10,9.43,15,14.15,0.948403609818457,0.340938830159721
106,1309,16,15.09,10,9.43,0.729376849211916,0.809881942908791
106,1309,10,9.43,14,13.21,0.296391333165269,0.131204992630287
106,1309,15,14.15,1,0.94,0.838104266363765,0.475677703962786
106,1309,15,14.15,7,6.6,0.270951273911153,0.798823286290631
106,1309,14,13.21,7,6.6,0.896012215557049,0.479268736919906
106,1309,16,15.09,6,5.66,0.786094760276895,0.0874485728822981
106,1309,17,16.04,10,9.43,0.369965706000371,0.391399828154324
106,1309,16,15.09,13,12.26,0.0910058188901611,0.0172423934020253
106,1309,10,9.43,13,12.26,0.836363136452212,0.794939678383728
106,1309,13,12.26,5,4.72,0.808549502878675,0.343011172998368
106,1309,18,16.98,6,5.66,0.0351083589335327,0.191327378026963
106,1309,19,17.92,6,5.66,0.21265688413443,0.938332402745481
106,1309,14,13.21,11,10.38,0.480809145419656,0.729804839016345
106,1309,17,16.04,12,11.32,0.695797512261469,0.770711141794616
106,1309,18,16.98,11,10.38,0.485948607834133,0.946568902964264
106,1309,13,12.26,0,0,0.00907683595732297,0.185851650692166
106,1309,15,14.15,8,7.55,0.607288563602652,0.369313584501865
106,1309,17,16.04,5,4.72,0.70240148995611,0.544330410385127
106,1309,14,13.21,3,2.83,0.0756671920624528,0.170544944178024
106,1309,11,10.38,6,5.66,0.857365209263954,0.49044465456931
106,1309,10,9.43,9,8.49,0.620469850642387,0.615103243347196
106,1309,12,11.32,7,6.6,0.954576098305476,0.851337745278368
106,1309,13,12.26,10,9.43,0.630647929591738,0.0664594402455733
106,1309,16,15.09,4,3.77,0.612673956730978,0.98353847948156
106,1309,12,11.32,7,6.6,0.961929680137552,0.817636222848839
106,1309,15,14.15,0,0,0.035709364253155,0.0648933254815169
106,1309,14,13.21,9,8.49,0.76920442714359,0.942709240859465
106,1309,13,12.26,1,0.94,0.692885203046883,0.209123538074931
106,1309,16,15.09,7,6.6,0.564568176672845,0.132461622124549
106,1309,14,13.21,1,0.94,0.771490244857268,0.903099140286901
106,1309,14,13.21,6,5.66,0.408740840894332,0.312904653357519
106,1309,21,19.81,14,13.21,0.00995949762659384,0.23684698177379
106,1309,17,16.04,11,10.38,0.550918387184466,0.442174761736431
106,1309,16,15.09,7,6.6,0.467541806659718,0.418551405983607
106,1309,12,11.32,9,8.49,0.892893095727666,0.178057199067352
106,1309,9,8.49,6,5.66,0.78014348516122,0.764926567245651
106,1309,25,23.58,13,12.26,0.0908979430396362,0.61873709753452
106,1309,18,16.98,1,0.94,0.330489468993455,0.707354789411614
106,1309,16,15.09,12,11.32,0.432181923957024,0.259663096430198
106,1309,16,15.09,8,7.55,0.495606535040919,0.148625370457215
106,1309,16,15.09,10,9.43,0.538135664703636,0.992803044268202
106,1309,14,13.21,14,13.21,0.766894979822651,0.122822915029988
106,1309,16,15.09,10,9.43,0.694232098360206,0.221053460201946
106,1309,19,17.92,5,4.72,0.182596396198888,0.828119964377332
106,1309,18,16.98,15,14.15,0.0889355821129241,0.477971133607974
106,1309,11,10.38,10,9.43,0.890062272275947,0.234372472961229
106,1309,13,12.26,7,6.6,0.865720880923093,0.636090916935954
106,1309,13,12.26,4,3.77,0.762292561487535,0.625705173204526
106,1309,22,20.75,3,2.83,0.274068676252605,0.989709187264572
106,1309,15,14.15,4,3.77,0.359242075512686,0.829374312065326
106,1309,19,17.92,5,4.72,0.20730841733205,0.522892276738794
106,1309,16,15.09,12,11.32,0.412037086737289,0.0238280815708703
106,1309,16,15.09,5,4.72,0.0882467992385869,0.526690595318747
106,1309,7,6.6,11,10.38,0.998683781554983,0.456205762889695
106,1309,13,12.26,13,12.26,0.793280736437994,0.610727785767343
106,1309,16,15.09,3,2.83,0.681152622823136,0.255296671885443
106,1309,16,15.09,5,4.72,0.396396379494259,0.624075753501008
106,1309,12,11.32,7,6.6,0.844104086822769,0.912657931692545
106,1309,12,11.32,7,6.6,0.349442941287732,0.450617100782714
106,1309,20,18.87,15,14.15,0.0988019337393286,0.540563247411489
106,1309,13,12.26,5,4.72,0.898637346202522,0.22018546840873
106,1309,17,16.04,9,8.49,0.359311479557868,0.198415846347081
106,1309,18,16.98,16,15.09,0.622989027026633,0.966105293554978
106,1309,10,9.43,9,8.49,0.679841480169394,0.46541615661319
106,1309,19,17.92,11,10.38,0.313649968058532,0.0767250018893172
106,1309,12,11.32,0,0,0.889040951582202,0.93948771068784
106,1309,21,19.81,14,13.21,0.0688535568470762,0.00105747353238969
106,1309,16,15.09,11,10.38,0.566713788163069,0.19664101807603
106,1309,15,14.15,8,7.55,0.295596999543458,0.931926059204672
106,1309,18,16.98,9,8.49,0.545588342746961,0.0917688094584358
106,1309,15,14.15,6,5.66,0.675920774205838,0.740488768278554
106,1309,15,14.15,6,5.66,0.718018018032996,0.714635833620019
106,1309,18,16.98,11,10.38,0.200457007571414,0.0761808529828338
106,1309,13,12.26,10,9.43,0.34504235647866,0.770881502056107
106,1309,17,16.04,3,2.83,0.840312458878739,0.297299082180749
106,1309,14,13.21,12,11.32,0.121906072047198,0.612935643770446
106,1309,14,13.21,14,13.21,0.651534780335048,0.780021327481206
106,1309,13,12.26,11,10.38,0.905904109783996,0.960202064879699
106,1309,17,16.04,9,8.49,0.59574477995637,0.10198301428727
106,1309,12,11.32,5,4.72,0.836363136452212,0.984833624673546
106,1309,18,16.98,13,12.26,0.00767606617551852,0.192080890678265
106,1309,13,12.26,10,9.43,0.321788404330008,0.712724008507844
106,1309,12,11.32,11,10.38,0.60093522575688,0.371489402320036
106,1309,19,17.92,4,3.77,0.552911549446041,0.143692956405841
106,1309,20,18.87,16,15.09,0.379119092318604,0.752389475935324
106,1309,15,14.15,9,8.49,0.503604199996177,0.166179748355269
106,1309,16,15.09,2,1.89,0.0651363693199782,0.777343852428488
106,1309,11,10.38,2,1.89,0.755449907244223,0.0739503050580363
106,1309,20,18.87,8,7.55,0.573040596289756,0.865542943438179
106,1309,14,13.21,11,10.38,0.608776456684704,0.106607138584228
106,1309,12,11.32,8,7.55,0.878930120165188,0.941917316098287
106,1309,13,12.26,0,0,0.444661856004144,0.127032296774272
106,1309,16,15.09,14,13.21,0.0954848497642807,0.683249657319117
106,1309,12,11.32,10,9.43,0.72680773042389,0.664080454253051
106,1309,14,13.21,14,13.21,0.645801478959761,0.848653089715695
106,1309,14,13.21,12,11.32,0.6694742150334,0.817798075518228
106,1309,12,11.32,10,9.43,0.200776471690612,0.0169580524112722
106,1309,16,15.09,9,8.49,0.329992165673636,0.617847138856118
106,1309,16,15.09,11,10.38,0.311593857888796,0.543396421570352
106,1309,14,13.21,7,6.6,0.792067897749467,0.958493479042854
106,1309,12,11.32,6,5.66,0.183929675727418,0.279498144885025
106,1309,13,12.26,4,3.77,0.666788956451375,0.603368939312726
106,1309,16,15.09,6,5.66,0.559988398173252,0.954316870458558
106,1309,7,6.6,0,0,0.99768673651183,0.44117675922817
106,1309,19,17.92,7,6.6,0.463995593754207,0.953462931682845
106,1309,14,13.21,7,6.6,0.902098225410328,0.807839218690701
106,1309,16,15.09,5,4.72,0.131118000040925,0.795475411586627
106,1309,12,11.32,10,9.43,0.944639132240018,0.852837843973462
106,1309,17,16.04,0,0,0.574834349349223,0.699912329928756
106,1309,16,15.09,7,6.6,0.0193529925685924,0.895166865850782
106,1309,14,13.21,2,1.89,0.740617194428649,0.979456377336351
106,1309,16,15.09,10,9.43,0.14219010761061,0.206403816851571
106,1309,18,16.98,5,4.72,0.772778316648795,0.471116427300461
106,1309,18,16.98,10,9.43,0.0192258664570707,0.322575749038037
106,1309,14,13.21,6,5.66,0.246730835319975,0.740743762696846
106,1309,15,14.15,11,10.38,0.684176306961091,0.45841301983864
106,1309,23,21.7,9,8.49,0.0534425378982925,0.256466689221885
106,1309,11,10.38,11,10.38,0.926711174880432,0.390155755933396
106,1309,17,16.04,10,9.43,0.301173400964137,0.198347811745807
106,1309,18,16.98,9,8.49,0.301737479881988,0.515812649936584
106,1309,15,14.15,10,9.43,0.387304426303153,0.678784715934125
106,1309,12,11.32,11,10.38,0.624625395622488,0.342337667352354
106,1309,16,15.09,13,12.26,0.698915191366798,0.4513012337563
106,1309,20,18.87,10,9.43,0.335758767699911,0.322854398465934
106,1309,14,13.21,8,7.55,0.713091815570085,0.859178066196636
106,1309,17,16.04,13,12.26,0.469527436109546,0.486711563658715
106,1309,19,17.92,7,6.6,0.889935235409614,0.616818227625688
106,1309,19,17.92,5,4.72,0.114424301105601,0.632965297495613
106,1309,12,11.32,3,2.83,0.442497855717719,0.909807461706216
106,1309,13,12.26,0,0,0.675871082180364,0.415356598492958
106,1309,15,14.15,10,9.43,0.784120015870088,0.386381691462642
106,1309,13,12.26,1,0.94,0.443775713614787,0.869357775312689
106,1309,15,14.15,13,12.26,0.397010934285828,0.1229581316767
106,1309,13,12.26,10,9.43,0.300414345922559,0.325528984971769
106,1309,17,16.04,8,7.55,0.0427066132925202,0.581812385616685
106,1309,14,13.21,6,5.66,0.917211384371388,0.932446801437953
106,1309,16,15.09,8,7.55,0.492282731904567,0.883681903536879
106,1309,15,14.15,4,3.77,0.459845356493905,0.246982865488907
106,1309,14,13.21,3,2.83,0.893283845708749,0.655428432777663
106,1309,20,18.87,2,1.89,0.168427063048228,0.325998455748082
106,1309,20,18.87,7,6.6,0.653036486330896,0.947338732604791
106,1309,15,14.15,0,0,0.675475960589051,0.193086471429189
106,1309,19,17.92,6,5.66,0.498607399739988,0.860883817335481
106,1309,15,14.15,9,8.49,0.428378890391092,0.615603184986415
106,1309,17,16.04,8,7.55,0.157881818964944,0.169804689599256
106,1309,17,16.04,14,13.21,0.75861582494535,0.576296438713134
106,1309,18,16.98,8,7.55,0.890527771155956,0.930503957587708
106,1309,12,11.32,10,9.43,0.426511439950935,0.509255578376438
106,1309,15,14.15,4,3.77,0.48549898726074,0.443014106854101
106,1309,12,11.32,18,16.98,0.920391097712117,0.146478877737473
106,1309,16,15.09,7,6.6,0.604880928070086,0.258835799859972
106,1309,14,13.21,14,13.21,0.592597350934087,0.194854262150918
106,1309,18,16.98,10,9.43,0.393204317322474,0.0594609834784175
106,1309,13,12.26,8,7.55,0.859042027344255,0.997955388732374
106,1309,15,14.15,8,7.55,0.970462584554064,0.377679866148521
106,1309,17,16.04,13,12.26,0.289351847865711,0.190451112020553
106,1309,15,14.15,2,1.89,0.43674155832128,0.9688705292785
106,1309,17,16.04,8,7.55,0.342467475878028,0.594638007980963
106,1309,14,13.21,14,13.21,0.818148218761317,0.957810897757617
106,1309,22,20.75,12,11.32,0.15218991272844,0.201912301396764
106,1309,13,12.26,8,7.55,0.855467057227319,0.529395669595362
106,1309,16,15.09,7,6.6,0.542488071412188,0.444280921569175
106,1309,17,16.04,0,0,0.158808175222863,0.380465446819573
106,1309,15,14.15,10,9.43,0.7665441171623,0.754557915366008
106,1309,12,11.32,7,6.6,0.820712981941131,0.311823043031491
106,1309,13,12.26,12,11.32,0.749602329592489,0.595960855718286
106,1309,18,16.98,9,8.49,0.330815985560879,0.836732461142513
106,1309,16,15.09,5,4.72,0.540648128823979,0.935078863886143
106,1309,14,13.21,2,1.89,0.42793905795827,0.779239522602998
106,1309,10,9.43,8,7.55,0.965175244963489,0.257662531863649
106,1309,12,11.32,1,0.94,0.667786374315796,0.7664780221503
106,1309,14,13.21,10,9.43,0.463629264249071,0.577909114981205
106,1309,18,16.98,16,15.09,0.934237608414833,0.116493806235953
106,1309,17,16.04,13,12.26,0.165249019178994,0.0775038980455921
106,1309,7,6.6,2,1.89,0.999780417943338,0.865427452811788
106,1309,13,12.26,9,8.49,0.708161897156058,0.962423112276075
106,1309,18,16.98,2,1.89,0.0193204691637222,0.267187773528371
106,1309,19,17.92,5,4.72,0.0106193332144374,0.277150981908489
106,1309,13,12.26,3,2.83,0.756595332345658,0.773781600831755
106,1309,18,16.98,12,11.32,0.314460762623666,0.458711741634905
106,1309,8,7.55,2,1.89,0.950909083189847,0.65899445501955
106,1309,12,11.32,10,9.43,0.968855589391759,0.935447863705468
106,1309,12,11.32,15,14.15,0.937207843678971,0.0122923870502311
106,1309,15,14.15,10,9.43,0.902873805936712,0.474044962063888
106,1309,19,17.92,15,14.15,0.340748315339818,0.142572764382963
106,1309,17,16.04,7,6.6,0.514172786298241,0.991354586718618
106,1309,13,12.26,3,2.83,0.790090563457925,0.504980030441543
106,1309,13,12.26,7,6.6,0.876245746252501,0.81249648405306
106,1309,13,12.26,7,6.6,0.803732972554153,0.992760108757407
106,1309,18,16.98,4,3.77,0.632172520177752,0.937593728450228
106,1309,16,15.09,14,13.21,0.64239847617715,0.161561301954518
106,1309,16,15.09,5,4.72,0.229217120661211,0.121541396609959
106,1309,15,14.15,8,7.55,0.750333702636568,0.962909700457562
106,1309,18,16.98,19,17.92,0.749373188200445,0.361221161493779
106,1309,14,13.21,6,5.66,0.966373510096386,0.955100303550891
106,1309,10,9.43,4,3.77,0.754150860997509,0.860012477736799
106,1309,21,19.81,14,13.21,0.367123268817959,0.222504235038701
106,1309,12,11.32,10,9.43,0.844641305610174,0.868473466688276
106,1309,17,16.04,12,11.32,0.285866001236857,0.686234395165668
106,1309,18,16.98,7,6.6,0.340979031161698,0.242177770732341
106,1309,16,15.09,10,9.43,0.210599385162421,0.301990545567392
106,1309,17,16.04,14,13.21,0.660798382866106,0.00645833334184735
106,1309,14,13.21,6,5.66,0.940956675010604,0.857017064186565
106,1309,12,11.32,6,5.66,0.347504972531797,0.0614805087154327
106,1309,13,12.26,10,9.43,0.615351721319542,0.308662524768893
106,1309,19,17.92,14,13.21,0.140988123811642,0.179933385879733
106,1309,18,16.98,1,0.94,0.553493560784496,0.924069232230836
106,1309,11,10.38,5,4.72,0.484768358956546,0.535529118097327
106,1309,17,16.04,6,5.66,0.656228669325719,0.896410837294672
106,1309,14,13.21,9,8.49,0.721379620476222,0.581262510484461
106,1309,13,12.26,10,9.43,0.185381034057138,0.0545048344500739
106,1309,12,11.32,16,15.09,0.809998492764426,0.0526685685320513
106,1309,13,12.26,10,9.43,0.576837018514164,0.0918126078284352
106,1309,18,16.98,9,8.49,0.217826263028479,0.548670127649376
106,1309,13,12.26,10,9.43,0.0923270422442382,0.272315808742488
106,1309,13,12.26,0,0,0.333141728044617,0.890999026463999
106,1309,14,13.21,4,3.77,0.896750319780617,0.30472190737307
106,1309,21,19.81,11,10.38,0.055976672265169,0.033960413398312
106,1309,15,14.15,8,7.55,0.700079780298448,0.750364906222345
106,1309,13,12.26,9,8.49,0.555735362555654,0.558773517398263
106,1309,20,18.87,10,9.43,0.21657628139015,0.471480336050304
106,1309,13,12.26,2,1.89,0.824696105217569,0.861107860509548
106,1309,13,12.26,9,8.49,0.85712126224135,0.0113930247261463
106,1309,16,15.09,9,8.49,0.0910058188901611,0.00851260262070642
106,1309,19,17.92,10,9.43,0.89072383819524,0.397363169987464
106,1309,12,11.32,6,5.66,0.885028294769415,0.561289564979566
106,1309,14,13.21,8,7.55,0.081438492392191,0.796815940512072
106,1309,17,16.04,4,3.77,0.0667605087998229,0.0364507735381492
106,1309,16,15.09,13,12.26,0.303662510915911,0.0794994811048998
106,1309,16,15.09,2,1.89,0.161310848000198,0.885476147458168
106,1309,17,16.04,9,8.49,0.11042753157706,0.345756311725173
106,1309,13,12.26,6,5.66,0.931616195524053,0.606980243694383
106,1309,11,10.38,6,5.66,0.948799697553878,0.994605452159008
106,1309,13,12.26,10,9.43,0.964624180942623,0.839784738254775
106,1309,17,16.04,0,0,0.849011986563721,0.991487437612227
106,1309,14,13.21,1,0.94,0.542833254139623,0.975829801778708
106,1309,16,15.09,10,9.43,0.0875908003957939,0.0564536549961782
106,1309,10,9.43,8,7.55,0.773812799553058,0.507644769494944
106,1309,14,13.21,10,9.43,0.156486668630508,0.00756655611626898
106,1309,13,12.26,5,4.72,0.55960598555747,0.487652866923629
106,1309,18,16.98,14,13.21,0.0620683175636631,0.219252590588608
106,1309,14,13.21,11,10.38,0.444661856004144,0.692031413054665
106,1309,15,14.15,4,3.77,0.64147564519985,0.880108184785266
106,1309,18,16.98,7,6.6,0.14982733528621,0.776365271382083
106,1309,12,11.32,8,7.55,0.201835741470691,0.673802529941832
106,1309,15,14.15,9,8.49,0.798566009374826,0.370253988597272
106,1309,14,13.21,4,3.77,0.780805150704035,0.245414368874145
106,1309,14,13.21,0,0,0.120637966263133,0.507644769494944
106,1309,11,10.38,7,6.6,0.8151316326085,0.712724008507844
106,1309,17,16.04,0,0,0.312295990046979,0.442531522321625
106,1309,11,10.38,9,8.49,0.885315869430465,0.786439593223329
106,1309,9,8.49,10,9.43,0.973915649478138,0.911301560140861
106,1309,15,14.15,8,7.55,0.175283682660265,0.000437758252602424
106,1309,11,10.38,6,5.66,0.991152653134133,0.695350414806542
106,1309,17,16.04,10,9.43,0.785386233589971,0.00749386651121438
106,1309,16,15.09,1,0.94,0.950573678332956,0.645668298847658
106,1309,14,13.21,12,11.32,0.886091612926506,0.343302132162544
106,1309,21,19.81,8,7.55,0.501637888309802,0.437421264384681
106,1309,15,14.15,11,10.38,0.681553237032544,0.719866231606962
106,1309,17,16.04,8,7.55,0.400758947824101,0.904444366700017
106,1309,16,15.09,10,9.43,0.808797601414148,0.342337667352354
106,1309,18,16.98,9,8.49,0.0946932282854327,0.0470501264543647
106,1309,15,14.15,5,4.72,0.460102374501539,0.831497775285922
106,1309,18,16.98,1,0.94,0.482881489199363,0.8929916094754
106,1309,17,16.04,2,1.89,0.617970779566385,0.397654803848327
106,1309,12,11.32,11,10.38,0.537677441150669,0.395030155235812
106,1309,10,9.43,6,5.66,0.806450515196208,0.319517634827666
106,1309,13,12.26,7,6.6,0.816712253468775,0.858633740226389
106,1309,21,19.81,17,16.04,0.0988135800752948,0.316921023962506
106,1309,15,14.15,3,2.83,0.0669589460320884,0.594817722649027
106,1309,8,7.55,6,5.66,0.961063720464536,0.142436882832506
106,1309,13,12.26,3,2.83,0.813331165246781,0.255806219205836
